target,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,f200,f201,f202,f203,f204,f205,f206,f207,f208,f209,f210,f211,f212,f213,f214,f215
1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,5,2,0,1,1,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,1,0,0,4,0,0,4,2,24,80,3,13,1,0,0,80,0,5,0,0,0,3,0,0,2,0,0,15,0,2,1,0,9,1,0,1,0,0,5,0,0,0,1,1,77,1,0,1,9,4,78,23,1,14,0,0,2,0,0,0,0,1,18,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,18,0,0,2,0,1,3,11,1,3,0,0,0,0,0,0,0,0,5,1,0,2
0,1,1,1,0,0,1,0,3,3,0,2,1,1,0,0,1,0,1,0,3,0,2,4,0,0,2,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,1,1,5,11,4,6,3,1,9,6,11,7,11,0,1,2,13,3,2,0,1,3,6,6,1,0,1,1,2,2,1,1,1,0,4,0,1,0,3,3,14,5,2,0,3,1,13,3,8,0,3,2,14,10,0,0,0,0,8,4,2,1,0,1,14,5,0,1,1,1,4,1,0,2,4,9,1,2,0,2,5,6,2,1,1,2,5,4,2,20,3,1,19,13,6,11,4,0,0,2,1,2,0,0,2,1,0,1,1,1,12,18,2,1,1,3,7,9,1,3,0,3,6,9,1,7,0,2,12,6,2,9,2,1,2,3,0,2,1,1,1,0,1,0,0,0,2,1,0,1,0,0,3,6,1,0,0,3,0,0,4,10,0,2,1,1,4,3,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,1,1,6,2,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,4,0,1,1,0,6,7,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,1,12,1,0,2,0,1,44,0,6,2,0,11,71,2,6,0,0,0,8,1,1,0,0,1,16,0,0,0,0,6,2,0,0,1,1,3,6,0,1,8,10,40,24,8,5,4,8,61,23,4,16,0,0,4,1,0,1,2,2,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,4,4,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,5,8,14,2,3,0,3,7,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,2,2,2,6,3,1,0,3,3,0,0,3,0,4,5,11,2,0,1,3,2,2,9,1,2,8,6,5,9,3,1,4,0,0,4,4,0,2,0,5,1,0,0,0,0,0,0,2,0,1,2,1,1,0,0,3,0,0,0,0,0,0,0,1,0,2,1,4,0,0,0,4,2,5,14,14,4,0,0,1,0,1,2,6,3,11,7,14,4,2,2,4,3,2,10,3,1,4,17,4,9,4,2,9,1,1,3,1,1,0,0,0,1,4,0,1,0,0,1,8,0,4,2,5,6,0,0,4,0,0,3,0,0,0,2,0,4,11,1,16,0,0,5,0,1,0,0,1,3,0,0,0,0,0,4,0,1,1,5,0,7,1,3,10,2,2,11,0,1,2,3,1,4,3,4,15,0,0,4,6,1,16,1,5,0,7,0,2,0,0,0,24,0,24,2,8,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,10,0,0,2
1,4,0,3,5,4,20,1,0,2,0,0,0,0,0,1,0,0,7,5,4,9,3,1,19,4,1,2,6,9,15,19,4,16,0,0,5,4,1,0,4,1,0,0,1,3,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,5,1,3,10,5,4,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2,2,5,0,3,7,7,3,11,0,11,0,0,4,0,0,0,0,1,8,2,1,0,0,0,4,4,0,1,0,0,9,0,0,1,0,0,2,0,1,0,0,0,2,10,1,9,0,0,9,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,7,2,3,3,0,0,6,0,1,2,1,0,12,6,3,13,0,0,10,24,1,2,21,26,3,7,1,0,0,0,0,23,1,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,1
1,0,0,0,0,0,0,0,1,0,5,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,32,6,2,1,1,0,9,11,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,18,0,0,2,0,4,0,0,5,1,14,37,17,0,2,2,16,1,0,1,0,0,0,18,12,0,0,4,1,0,0,2,0,0,0,6,4,0,0,14,1,59,21,21,0,6,39,1,0,0,2,7,9,1,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,4,0,6,4,0,0,21,5,7,0,7,0,2,14,1,0,0,0,3,0,0,0,0,0,4,5,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,2,2,1,1,0,17,1,1,0,0,2,6,4,0,1,0,0,0,0,0,0
1,0,0,4,1,0,0,0,0,0,2,0,0,0,1,2,32,0,10,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,1,3,22,0,12,0,0,0,49,3,7,0,0,0,0,0,0,0,0,3,36,1,12,5,1,31,4,0,2,0,0,1,0,0,0,4,0,18,4,0,18,37,0,32,42,8,7,1,0,5,3,1,1,4,2,9,7,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,2,0,0,0,0,1,11,0,0,8,4,1,11,24,0,9,2,0,1,0,0,0,3,0,7,3,1,6
1,8,5,17,3,1,33,2,0,2,0,0,3,7,2,15,3,1,18,0,1,1,0,0,6,3,0,4,0,0,12,23,8,13,3,5,16,1,0,5,2,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,1,5,0,0,1,0,0,1,1,5,0,2,15,0,0,0,1,0,2,1,1,1,0,2,15,1,0,0,0,0,4,3,0,4,0,1,4,21,1,5,0,0,12,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,1,1,2,0,5,0,0,11,0,0,0,0,0,0,2,0,4,1,0,5,0,1,0,0,0,2,0,0,0,0,0,2,6,5,4,0,4,1,54,1,12,3,15,6,8,0,0,0,5,1,12,0,0,1,9,0,2,0,0,0,1,1,8,0,3,3,1,1,24,0,0,0,6,0
1,3,1,4,4,0,9,0,0,1,1,0,1,9,0,8,21,1,14,3,1,3,5,1,6,0,0,0,1,0,0,6,0,1,12,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,5,1,8,8,1,6,0,0,0,1,0,2,6,0,2,13,0,2,18,0,10,16,3,11,0,0,1,0,0,1,10,0,3,17,3,5,4,1,18,4,1,8,0,0,0,2,0,2,10,2,9,17,1,18,4,2,15,3,0,5,0,0,3,1,0,0,10,1,3,11,0,7,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,8,0,22,3,0,7,1,0,0,0,0,0,2,1,3,3,0,4,10,0,27,3,0,9,0,1,2,0,0,1,13,0,4,6,0,2
1,12,0,4,17,7,34,0,0,0,0,0,0,10,6,5,10,2,34,1,0,0,2,0,16,0,0,0,1,1,7,3,2,0,6,1,31,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,3,2,0,1,2,0,9,0,1,0,1,0,5,1,0,1,0,0,10,0,0,0,0,0,11,0,0,0,0,0,2,4,0,1,2,2,36,11,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,1,1,3,3,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,4,42,0,59,0,0,0,2,0,2,0,0,1,2,0,3,1,0,0,10,0,1,0,0,1,7,0,2,0,0,0,70,2,2,2,1,2
1,4,1,1,11,9,15,0,0,2,0,0,2,0,0,2,1,0,9,6,3,5,2,2,23,0,4,1,8,7,28,7,4,11,0,0,14,1,0,1,4,6,5,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,5,2,2,15,6,13,0,1,1,0,0,1,1,1,2,2,2,1,0,1,1,1,0,4,0,0,1,7,1,5,3,1,6,0,0,2,1,0,2,0,3,2,5,0,0,0,0,1,6,1,1,1,3,1,0,0,1,0,0,2,0,0,0,1,0,1,28,2,5,0,0,2,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,1,1,1,1,2,5,0,0,8,0,1,1,0,0,6,16,4,13,1,0,6,30,1,6,11,24,1,10,0,1,0,0,0,36,0,3,1,5,0,1,0,1,0,0,0,0,0,1,0,0,0,16,0,6,0,1,0
1,2,0,0,17,2,5,0,0,1,0,0,1,2,1,0,0,0,0,1,4,5,14,0,38,1,0,0,12,1,7,0,2,8,0,0,4,2,0,0,4,4,0,1,0,0,0,0,0,8,0,1,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,14,1,1,36,9,5,0,0,2,0,0,1,9,0,2,8,2,5,3,0,0,12,1,6,0,0,1,4,0,2,1,0,0,5,0,3,3,0,1,2,1,4,1,1,10,0,1,1,6,0,7,2,0,0,6,5,7,3,0,12,0,0,0,0,0,1,4,9,41,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,0,9,0,0,0,0,0,1,1,0,5,0,0,5,6,0,1,3,5,0,8,0,5,0,0,0,40,1,16,5,5,2,1,2,1,1,0,2,0,0,0,0,0,0,9,1,15,0,0,2
1,0,0,0,1,1,0,1,0,5,2,0,0,1,0,2,7,1,3,2,3,11,5,2,0,0,1,1,1,1,1,2,0,3,2,0,2,0,0,0,2,1,2,1,1,2,0,0,0,1,0,7,9,2,3,3,0,2,5,6,1,0,0,0,2,0,0,0,0,2,0,0,2,0,1,1,5,1,0,3,2,4,10,1,0,0,2,3,21,3,5,4,5,6,32,15,3,1,0,1,8,0,0,8,1,7,9,3,2,1,2,9,10,1,2,0,1,9,3,0,3,3,12,15,14,1,11,9,5,25,5,8,3,3,3,9,7,0,9,1,0,7,0,0,1,0,1,0,0,0,3,0,0,2,1,1,1,2,1,2,3,0,4,5,3,9,4,0,0,0,0,0,1,0,0,3,0,6,0,0,1,1,4,4,5,1,2,0,0,0,1,0,0,1,5,5,11,3,4,2,0,2,4,1,2,0,1,1,2,0,0,3,0,4,0,1,0
1,4,0,0,3,0,1,0,0,1,0,0,0,1,0,2,9,0,2,1,9,11,6,0,9,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,11,0,1,3,1,0,0,3,0,3,1,0,13,8,1,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,2,0,0,20,2,1,0,0,0,1,0,0,5,0,10,26,1,4,2,20,7,13,2,26,0,2,0,4,0,22,0,1,2,3,0,4,0,0,7,1,0,0,5,5,20,0,4,0,8,0,22,3,4,1,4,2,9,11,1,5,1,0,4,0,0,0,2,2,28,5,2,2,1,0,0,0,0,0,0,1,2,0,1,0,2,0,1,1,1,0,0,2,2,0,0,0,0,1,0,0,0,0,4,5,16,4,0,2,0,1,7,1,0,0,5,0,3,0,0,0,6,0,11,18,14,2,1,1,7,3,2,1,0,0,1,0,0,1,1,0,5,2,0,1
1,1,0,0,5,1,7,0,1,1,1,2,0,1,2,0,17,1,8,0,10,4,5,0,15,0,0,1,0,1,8,6,8,2,2,1,2,1,1,6,6,3,3,2,0,0,0,2,0,0,2,2,4,1,2,3,0,2,1,1,2,1,3,10,3,1,0,0,1,0,0,1,0,0,0,2,4,2,3,1,0,0,5,2,1,0,1,1,9,2,10,5,13,9,4,1,15,1,0,0,2,0,5,10,5,7,3,3,4,1,1,7,4,1,2,11,1,7,0,6,0,2,1,10,6,3,3,2,1,6,0,3,1,2,2,0,1,1,0,23,1,7,1,3,0,0,2,0,2,0,2,0,1,0,2,1,1,0,2,0,7,0,9,2,1,0,3,1,1,0,0,0,1,0,4,6,1,6,2,2,0,11,1,14,13,3,4,6,1,3,1,5,0,8,0,10,4,1,0,4,0,4,0,0,1,2,0,7,1,2,0,1,0,1,1,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,7,0,2,0,0,0,4,0,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,2,6,0,8,43,27,8,8,7,1,1,3,8,19,1,1,0,0,3,5,2,0,0,0,2,8,0,4,8,1,0,3,1,0,0,1,0,0,1,0,53,2,0,1,9,0,56,53,2,1,4,0,1,2,2,6,0,1,0,1,2,20,1,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,1,0,3,1,1,0,1,0,7,0,4,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,41,0,1,1,0,0,4,0,0,0,4,0,32,0,2,1,0,2,0,0,0,0,0,0,4,2,0,0,0,5,4,3,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,1,0
1,2,1,9,2,0,0,0,0,0,1,0,2,4,2,10,35,0,13,0,0,4,1,2,0,0,0,0,1,0,0,0,0,0,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,10,2,0,6,1,0,0,2,0,2,2,0,12,32,1,15,23,1,31,23,5,3,1,0,5,1,0,0,3,0,1,35,4,4,8,2,38,2,1,1,1,0,0,0,0,0,13,3,35,9,5,15,11,0,15,0,1,0,1,0,7,0,1,0,1,0,2,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,3,8,1,3,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,17,0,26,2,1,0,2,1,2,0,1,0,0,0,1,3,0,0
1,0,3,0,1,0,11,5,2,4,1,1,3,0,1,3,1,1,9,2,2,1,6,2,10,0,1,0,2,0,3,12,6,10,10,6,7,1,3,3,3,1,8,1,0,2,0,0,2,0,0,3,7,0,5,0,1,5,0,0,0,0,0,1,2,0,2,5,0,2,1,0,0,0,2,0,5,0,6,4,1,5,0,2,2,5,4,3,8,0,4,3,0,3,10,4,3,0,1,0,3,0,4,10,1,8,5,2,4,1,2,4,5,2,5,3,0,1,4,0,0,2,3,8,2,3,7,7,0,8,0,4,1,3,3,3,3,0,4,14,0,3,0,1,1,0,3,0,0,0,5,3,2,0,0,2,1,0,1,2,0,0,2,1,4,2,1,2,3,0,1,0,0,0,0,4,0,4,1,3,5,13,3,8,9,3,16,3,0,3,1,0,0,6,5,5,5,4,3,6,1,6,4,4,1,5,2,1,3,1,4,7,0,1,5,4,0
1,14,2,9,15,1,34,1,0,0,1,0,1,0,2,0,5,1,27,6,0,1,5,0,22,0,0,0,1,0,1,4,1,26,7,0,27,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,26,1,22,15,1,20,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,6,1,13,1,1,8,2,0,1,0,0,6,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,19,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,32,0,3,3,0,4,1,0,1,0,1,0,73,0,4,0,0,3,3,0,4,0,0,3,0,0,0,0,0,1,19,1,21,1,0,6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,1,17,34,10,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,65,2,1,0,1,0,20,1,0,1,1,0,55,3,1,0,0,0,1,0,1,0,1,0,29,1,0,0,1,13,0,0,0,0,0,2,1,0,1,0,65,21,14,0,27,1,2,88,0,3,0,0,0,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,15,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,19,4,3,0,0,1,1,1,0,0,0,0,0,0,0,0
1,6,2,9,32,4,31,0,1,0,0,0,3,0,2,0,20,0,32,0,0,0,1,0,34,0,0,1,1,0,5,0,6,2,0,0,28,4,1,13,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,15,1,15,3,1,3,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,6,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,4,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,59,0,17,0,2,0,20,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,2,10,0,0,0
1,2,3,0,1,1,23,3,2,2,3,2,0,0,2,2,2,0,6,1,6,6,2,1,10,2,1,0,1,1,7,36,9,11,6,8,6,3,2,1,2,1,14,2,0,0,0,2,0,1,1,2,6,0,0,5,0,2,1,0,1,5,1,1,1,2,3,0,0,0,0,0,0,1,1,0,2,1,9,0,0,2,1,2,0,2,0,4,3,1,3,1,2,4,4,0,7,0,1,0,0,1,6,7,2,1,1,2,3,0,3,3,5,0,3,7,0,2,2,3,0,2,2,2,3,1,4,2,4,0,1,1,1,0,1,1,1,0,2,11,3,5,1,1,2,0,1,0,3,3,7,2,2,2,1,1,0,0,0,1,0,0,1,2,2,0,1,0,2,1,2,0,1,0,4,7,1,4,2,2,6,24,2,8,13,6,21,9,0,2,2,2,0,9,0,2,4,6,2,3,0,2,0,3,2,6,2,0,3,4,0,13,0,2,0,2,2
1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,16,0,1,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,6,0,0,2,1,3,28,1,2,15,1,8,51,3,9,0,0,1,2,0,1,1,0,1,19,2,1,0,2,16,2,0,7,0,0,0,2,0,1,1,2,19,27,3,13,6,2,40,51,1,31,0,0,0,4,0,0,0,1,22,8,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,11,15,0,9,4,0,14,13,0,1,0,0,2,3,0,0,0,1,12,2,1,4
1,2,3,6,22,6,11,1,0,0,2,0,4,1,0,6,2,1,18,3,4,3,10,1,22,2,2,2,10,1,11,7,3,4,0,0,11,2,1,3,2,2,2,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,4,0,2,1,0,2,6,2,8,10,3,4,1,0,0,1,1,1,2,3,2,3,0,8,1,1,1,2,0,4,0,1,0,0,0,1,7,2,14,1,0,10,6,0,0,3,2,3,2,0,3,0,0,1,5,0,2,0,0,2,3,1,4,1,0,8,1,0,0,0,0,0,19,1,8,1,0,12,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,2,0,1,3,0,6,0,0,0,0,0,1,4,2,2,0,0,5,33,1,10,6,15,4,8,0,1,0,0,0,23,0,9,3,0,4,4,0,0,0,0,0,0,0,0,1,0,0,28,1,9,1,1,2
1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,39,0,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,0,0,0,26,0,7,22,1,11,39,5,5,0,0,0,0,0,0,4,0,0,54,3,4,1,1,47,0,0,14,0,0,2,0,0,0,1,8,32,12,0,35,10,0,31,0,0,0,0,0,5,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,28,1,38,1,0,1,0,0,4,0,0,0,6,0,1,0,1,0
1,0,0,1,2,1,8,3,4,0,1,1,2,0,1,2,1,0,3,2,6,14,1,3,10,0,0,0,2,0,5,14,7,25,2,2,8,1,2,1,5,1,9,1,0,0,1,3,0,1,1,1,1,1,2,0,0,3,0,1,0,0,1,2,6,1,5,4,0,0,0,0,0,2,3,1,9,1,17,2,0,1,0,2,0,1,1,1,5,0,3,2,7,8,0,0,10,0,4,0,6,0,16,2,2,10,1,0,2,1,3,1,3,0,3,8,0,2,1,4,1,9,2,4,9,12,1,1,0,1,0,0,0,0,1,0,0,0,3,9,1,7,2,1,2,0,0,0,0,0,1,1,1,3,0,1,1,0,0,0,0,1,1,3,3,9,0,0,1,0,0,0,1,0,0,13,1,11,2,0,2,8,3,3,17,4,20,5,0,1,1,4,0,22,0,3,11,12,7,3,0,2,1,0,1,1,1,0,1,0,0,12,0,2,0,0,0
1,25,0,17,39,9,24,0,0,0,0,0,0,1,0,3,16,2,20,0,0,1,3,0,38,0,0,0,4,0,6,0,0,1,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,13,3,1,2,0,0,0,0,0,0,5,0,1,1,0,4,0,0,0,0,0,17,0,0,0,0,0,2,0,0,4,1,0,19,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,34,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,6,62,0,11,0,0,0,1,0,0,0,0,0,38,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,21,0,0,4
1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,1,10,1,0,0,0,8,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,7,3,0,2,2,23,0,2,5,0,1,5,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,15,4,0,1,0,2,24,3,0,9,12,75,12,13,4,1,3,5,1,2,4,4,0,2,2,6,0,0,1,4,3,2,3,2,1,9,3,1,0,2,15,21,61,8,13,1,2,8,0,0,2,0,7,6,0,1,3,7,0,4,0,1,0,0,0,1,0,0,0,1,1,1,10,2,0,1,2,4,15,1,1,1,1,3,0,0,0,0,2,0,1,0,1,2,1,3,2,1,0,0,2,6,4,1,2,0,0,0,1,0,0,1,0,2,8,0,0,0,0,3,0,1,1,0,1,7,1,0,0,0,0,1,0,0,0
1,1,1,2,2,0,1,3,0,1,4,0,1,1,6,4,15,0,13,0,0,1,6,0,0,0,0,0,0,0,0,3,0,2,5,0,3,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,14,0,1,0,0,0,0,0,0,1,2,1,3,0,7,0,0,1,1,0,3,1,0,0,11,0,9,1,6,6,8,0,21,7,0,0,15,1,7,0,0,0,0,0,0,4,2,3,21,0,13,3,3,22,2,0,5,0,0,0,0,0,1,2,4,9,4,0,4,23,1,12,36,6,16,1,0,3,0,0,3,9,0,8,9,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,6,12,0,0,4,0,1,1,0,0,2,1,5,22,0,0,3,5,0,10,23,0,6,0,0,0,0,0,0,5,0,17,5,0,18
0,0,0,0,1,0,0,0,2,2,0,3,0,0,1,0,0,0,0,0,1,1,1,0,0,0,4,0,3,1,0,0,0,0,0,0,0,1,2,0,1,7,0,4,1,2,0,26,0,0,4,0,1,11,0,2,5,2,0,6,0,4,27,9,32,37,5,0,1,1,0,2,0,0,1,0,0,1,0,0,3,1,3,8,0,1,0,0,1,1,0,0,2,6,0,2,1,0,3,1,11,7,1,0,1,0,0,1,0,0,1,1,0,0,0,6,6,3,4,44,1,1,2,2,4,9,0,0,0,2,0,0,0,0,1,1,5,2,0,0,1,3,1,0,0,0,3,0,1,0,0,0,21,8,8,25,2,0,7,0,4,0,1,0,56,7,1,0,4,0,26,1,16,2,4,0,7,2,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,1,1,1,2,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0
